ID,StateCode,CountyCode,CountyName,Year,Force,Employed,Unemployed,Percent
CN0400100000000,04,001,"Apache County, AZ",2015,"20,584     ","17,863     ","2,721     ",13.2     
CN0400300000000,04,003,"Cochise County, AZ",2015,"50,566     ","46,928     ","3,638     ",7.2     
CN0400500000000,04,005,"Coconino County, AZ",2015,"73,238     ","68,509     ","4,729     ",6.5     
CN0400700000000,04,007,"Gila County, AZ",2015,"21,183     ","19,521     ","1,662     ",7.8     
CN0400900000000,04,009,"Graham County, AZ",2015,"14,497     ","13,438     ","1,059     ",7.3     
CN0401100000000,04,011,"Greenlee County, AZ",2015,"4,042     ","3,723     ",319     ,7.9     
CN0401200000000,04,012,"La Paz County, AZ",2015,"8,164     ","7,559     ",605     ,7.4     
CN0401300000000,04,013,"Maricopa County, AZ",2015,"2,019,144     ","1,916,166     ","102,978     ",5.1     
CN0401500000000,04,015,"Mohave County, AZ",2015,"79,560     ","73,288     ","6,272     ",7.9     
CN0401700000000,04,017,"Navajo County, AZ",2015,"40,658     ","36,752     ","3,906     ",9.6     
CN0401900000000,04,019,"Pima County, AZ",2015,"466,549     ","441,243     ","25,306     ",5.4     
CN0402100000000,04,021,"Pinal County, AZ",2015,"156,919     ","147,107     ","9,812     ",6.3     
CN0402300000000,04,023,"Santa Cruz County, AZ",2015,"19,848     ","17,585     ","2,263     ",11.4     
CN0402500000000,04,025,"Yavapai County, AZ",2015,"96,433     ","91,069     ","5,364     ",5.6     
CN0402700000000,04,027,"Yuma County, AZ",2015,"93,501     ","73,318     ","20,183     ",21.6     
CN0500100000000,05,001,"Arkansas County, AR",2015,"9,489     ","9,092     ",397     ,4.2     
CN0500300000000,05,003,"Ashley County, AR",2015,"8,149     ","7,515     ",634     ,7.8     
CN0500500000000,05,005,"Baxter County, AR",2015,"16,224     ","15,329     ",895     ,5.5     
CN0500700000000,05,007,"Benton County, AR",2015,"121,850     ","117,250     ","4,600     ",3.8     
CN0500900000000,05,009,"Boone County, AR",2015,"15,847     ","15,072     ",775     ,4.9     
CN0501100000000,05,011,"Bradley County, AR",2015,"4,384     ","4,117     ",267     ,6.1     
CN0501300000000,05,013,"Calhoun County, AR",2015,"2,408     ","2,277     ",131     ,5.4     
CN0501500000000,05,015,"Carroll County, AR",2015,"12,661     ","12,081     ",580     ,4.6     
CN0501700000000,05,017,"Chicot County, AR",2015,"3,727     ","3,388     ",339     ,9.1     
CN0501900000000,05,019,"Clark County, AR",2015,"9,455     ","8,928     ",527     ,5.6     
CN0502100000000,05,021,"Clay County, AR",2015,"6,299     ","5,882     ",417     ,6.6     
CN0502300000000,05,023,"Cleburne County, AR",2015,"9,612     ","8,944     ",668     ,6.9     
CN0502500000000,05,025,"Cleveland County, AR",2015,"3,359     ","3,169     ",190     ,5.7     
CN0502700000000,05,027,"Columbia County, AR",2015,"9,539     ","8,914     ",625     ,6.6     
CN0502900000000,05,029,"Conway County, AR",2015,"8,641     ","8,113     ",528     ,6.1     
CN0503100000000,05,031,"Craighead County, AR",2015,"51,012     ","48,746     ","2,266     ",4.4     
CN0503300000000,05,033,"Crawford County, AR",2015,"26,862     ","25,460     ","1,402     ",5.2     
CN0503500000000,05,035,"Crittenden County, AR",2015,"21,431     ","20,102     ","1,329     ",6.2     
CN0503700000000,05,037,"Cross County, AR",2015,"8,103     ","7,663     ",440     ,5.4     
CN0503900000000,05,039,"Dallas County, AR",2015,"2,874     ","2,666     ",208     ,7.2     
CN0504100000000,05,041,"Desha County, AR",2015,"5,549     ","5,142     ",407     ,7.3     
CN0504300000000,05,043,"Drew County, AR",2015,"7,929     ","7,375     ",554     ,7.0     
CN0504500000000,05,045,"Faulkner County, AR",2015,"59,929     ","57,124     ","2,805     ",4.7     
CN0504700000000,05,047,"Franklin County, AR",2015,"7,413     ","7,046     ",367     ,5.0     
CN0504900000000,05,049,"Fulton County, AR",2015,"4,760     ","4,511     ",249     ,5.2     
CN0505100000000,05,051,"Garland County, AR",2015,"39,960     ","37,769     ","2,191     ",5.5     
CN0505300000000,05,053,"Grant County, AR",2015,"8,261     ","7,884     ",377     ,4.6     
CN0505500000000,05,055,"Greene County, AR",2015,"19,954     ","18,918     ","1,036     ",5.2     
CN0505700000000,05,057,"Hempstead County, AR",2015,"9,859     ","9,369     ",490     ,5.0     
CN0505900000000,05,059,"Hot Spring County, AR",2015,"14,161     ","13,445     ",716     ,5.1     
CN0506100000000,05,061,"Howard County, AR",2015,"6,058     ","5,802     ",256     ,4.2     
CN0506300000000,05,063,"Independence County, AR",2015,"15,672     ","14,657     ","1,015     ",6.5     
CN0506500000000,05,065,"Izard County, AR",2015,"4,980     ","4,650     ",330     ,6.6     
CN0506700000000,05,067,"Jackson County, AR",2015,"6,190     ","5,723     ",467     ,7.5     
CN0506900000000,05,069,"Jefferson County, AR",2015,"28,778     ","26,744     ","2,034     ",7.1     
CN0507100000000,05,071,"Johnson County, AR",2015,"10,402     ","9,801     ",601     ,5.8     
CN0507300000000,05,073,"Lafayette County, AR",2015,"2,618     ","2,418     ",200     ,7.6     
CN0507500000000,05,075,"Lawrence County, AR",2015,"7,048     ","6,623     ",425     ,6.0     
CN0507700000000,05,077,"Lee County, AR",2015,"3,181     ","2,968     ",213     ,6.7     
CN0507900000000,05,079,"Lincoln County, AR",2015,"4,128     ","3,873     ",255     ,6.2     
CN0508100000000,05,081,"Little River County, AR",2015,"5,595     ","5,289     ",306     ,5.5     
CN0508300000000,05,083,"Logan County, AR",2015,"9,164     ","8,636     ",528     ,5.8     
CN0508500000000,05,085,"Lonoke County, AR",2015,"33,008     ","31,618     ","1,390     ",4.2     
CN0508700000000,05,087,"Madison County, AR",2015,"7,084     ","6,810     ",274     ,3.9     
CN0508900000000,05,089,"Marion County, AR",2015,"6,526     ","6,187     ",339     ,5.2     
CN0509100000000,05,091,"Miller County, AR",2015,"19,915     ","18,916     ",999     ,5.0     
CN0509300000000,05,093,"Mississippi County, AR",2015,"18,378     ","16,720     ","1,658     ",9.0     
CN0509500000000,05,095,"Monroe County, AR",2015,"2,973     ","2,793     ",180     ,6.1     
CN0509700000000,05,097,"Montgomery County, AR",2015,"3,227     ","3,007     ",220     ,6.8     
CN0509900000000,05,099,"Nevada County, AR",2015,"3,634     ","3,452     ",182     ,5.0     
CN0510100000000,05,101,"Newton County, AR",2015,"3,395     ","3,230     ",165     ,4.9     
CN0510300000000,05,103,"Ouachita County, AR",2015,"9,885     ","9,256     ",629     ,6.4     
CN0510500000000,05,105,"Perry County, AR",2015,"4,202     ","3,944     ",258     ,6.1     
CN0510700000000,05,107,"Phillips County, AR",2015,"6,996     ","6,465     ",531     ,7.6     
CN0510900000000,05,109,"Pike County, AR",2015,"4,170     ","3,922     ",248     ,5.9     
CN0511100000000,05,111,"Poinsett County, AR",2015,"10,068     ","9,503     ",565     ,5.6     
CN0511300000000,05,113,"Polk County, AR",2015,"8,296     ","7,814     ",482     ,5.8     
CN0511500000000,05,115,"Pope County, AR",2015,"29,683     ","28,110     ","1,573     ",5.3     
CN0511700000000,05,117,"Prairie County, AR",2015,"3,728     ","3,553     ",175     ,4.7     
CN0511900000000,05,119,"Pulaski County, AR",2015,"186,103     ","177,569     ","8,534     ",4.6     
CN0512100000000,05,121,"Randolph County, AR",2015,"6,186     ","5,742     ",444     ,7.2     
CN0512300000000,05,123,"St. Francis County, AR",2015,"8,950     ","8,302     ",648     ,7.2     
CN0512500000000,05,125,"Saline County, AR",2015,"56,004     ","53,715     ","2,289     ",4.1     
CN0512700000000,05,127,"Scott County, AR",2015,"4,487     ","4,271     ",216     ,4.8     
CN0512900000000,05,129,"Searcy County, AR",2015,"3,027     ","2,856     ",171     ,5.6     
CN0513100000000,05,131,"Sebastian County, AR",2015,"57,744     ","54,961     ","2,783     ",4.8     
CN0513300000000,05,133,"Sevier County, AR",2015,"5,605     ","5,260     ",345     ,6.2     
CN0513500000000,05,135,"Sharp County, AR",2015,"6,006     ","5,591     ",415     ,6.9     
CN0513700000000,05,137,"Stone County, AR",2015,"4,706     ","4,411     ",295     ,6.3     
CN0513900000000,05,139,"Union County, AR",2015,"16,875     ","15,837     ","1,038     ",6.2     
CN0514100000000,05,141,"Van Buren County, AR",2015,"6,428     ","5,996     ",432     ,6.7     
CN0514300000000,05,143,"Washington County, AR",2015,"115,257     ","111,178     ","4,079     ",3.5     
CN0514500000000,05,145,"White County, AR",2015,"34,548     ","32,391     ","2,157     ",6.2     
CN0514700000000,05,147,"Woodruff County, AR",2015,"3,032     ","2,837     ",195     ,6.4     
CN0514900000000,05,149,"Yell County, AR",2015,"8,944     ","8,486     ",458     ,5.1     
CN0600100000000,06,001,"Alameda County, CA",2015,"823,069     ","784,299     ","38,770     ",4.7     
CN0600300000000,06,003,"Alpine County, CA",2015,546     ,506     ,40     ,7.3     
CN0600500000000,06,005,"Amador County, CA",2015,"14,342     ","13,398     ",944     ,6.6     
CN0600700000000,06,007,"Butte County, CA",2015,"101,321     ","94,084     ","7,237     ",7.1     
CN0600900000000,06,009,"Calaveras County, CA",2015,"20,583     ","19,274     ","1,309     ",6.4     
CN0601100000000,06,011,"Colusa County, CA",2015,"11,065     ","9,368     ","1,697     ",15.3     
CN0601300000000,06,013,"Contra Costa County, CA",2015,"547,414     ","520,054     ","27,360     ",5.0     
CN0601500000000,06,015,"Del Norte County, CA",2015,"9,873     ","9,033     ",840     ,8.5     
CN0601700000000,06,017,"El Dorado County, CA",2015,"88,336     ","83,335     ","5,001     ",5.7     
CN0601900000000,06,019,"Fresno County, CA",2015,"441,250     ","396,452     ","44,798     ",10.2     
CN0602100000000,06,021,"Glenn County, CA",2015,"12,985     ","11,857     ","1,128     ",8.7     
CN0602300000000,06,023,"Humboldt County, CA",2015,"62,449     ","58,970     ","3,479     ",5.6     
CN0602500000000,06,025,"Imperial County, CA",2015,"78,100     ","59,357     ","18,743     ",24.0     
CN0602700000000,06,027,"Inyo County, CA",2015,"9,105     ","8,581     ",524     ,5.8     
CN0602900000000,06,029,"Kern County, CA",2015,"390,766     ","350,980     ","39,786     ",10.2     
CN0603100000000,06,031,"Kings County, CA",2015,"57,859     ","51,803     ","6,056     ",10.5     
CN0603300000000,06,033,"Lake County, CA",2015,"29,054     ","26,854     ","2,200     ",7.6     
CN0603500000000,06,035,"Lassen County, CA",2015,"10,782     ","10,005     ",777     ,7.2     
CN0603700000000,06,037,"Los Angeles County, CA",2015,"5,000,608     ","4,668,203     ","332,405     ",6.6     
CN0603900000000,06,039,"Madera County, CA",2015,"60,005     ","53,725     ","6,280     ",10.5     
CN0604100000000,06,041,"Marin County, CA",2015,"139,509     ","134,587     ","4,922     ",3.5     
CN0604300000000,06,043,"Mariposa County, CA",2015,"8,026     ","7,455     ",571     ,7.1     
CN0604500000000,06,045,"Mendocino County, CA",2015,"39,927     ","37,614     ","2,313     ",5.8     
CN0604700000000,06,047,"Merced County, CA",2015,"114,305     ","101,372     ","12,933     ",11.3     
CN0604900000000,06,049,"Modoc County, CA",2015,"3,304     ","3,022     ",282     ,8.5     
CN0605100000000,06,051,"Mono County, CA",2015,"8,261     ","7,758     ",503     ,6.1     
CN0605300000000,06,053,"Monterey County, CA",2015,"218,773     ","201,132     ","17,641     ",8.1     
CN0605500000000,06,055,"Napa County, CA",2015,"73,932     ","70,530     ","3,402     ",4.6     
CN0605700000000,06,057,"Nevada County, CA",2015,"48,136     ","45,537     ","2,599     ",5.4     
CN0605900000000,06,059,"Orange County, CA",2015,"1,588,671     ","1,517,978     ","70,693     ",4.4     
CN0606100000000,06,061,"Placer County, CA",2015,"176,838     ","167,941     ","8,897     ",5.0     
CN0606300000000,06,063,"Plumas County, CA",2015,"7,897     ","7,088     ",809     ,10.2     
CN0606500000000,06,065,"Riverside County, CA",2015,"1,035,544     ","966,437     ","69,107     ",6.7     
CN0606700000000,06,067,"Sacramento County, CA",2015,"685,909     ","644,938     ","40,971     ",6.0     
CN0606900000000,06,069,"San Benito County, CA",2015,"29,336     ","27,090     ","2,246     ",7.7     
CN0607100000000,06,071,"San Bernardino County, CA",2015,"921,045     ","861,981     ","59,064     ",6.4     
CN0607300000000,06,073,"San Diego County, CA",2015,"1,554,794     ","1,474,351     ","80,443     ",5.2     
CN0607500000000,06,075,"San Francisco County/city, CA",2015,"545,688     ","525,993     ","19,695     ",3.6     
CN0607700000000,06,077,"San Joaquin County, CA",2015,"315,218     ","287,308     ","27,910     ",8.9     
CN0607900000000,06,079,"San Luis Obispo County, CA",2015,"139,604     ","133,044     ","6,560     ",4.7     
CN0608100000000,06,081,"San Mateo County, CA",2015,"437,680     ","422,869     ","14,811     ",3.4     
CN0608300000000,06,083,"Santa Barbara County, CA",2015,"217,752     ","206,273     ","11,479     ",5.3     
CN0608500000000,06,085,"Santa Clara County, CA",2015,"1,009,755     ","967,810     ","41,945     ",4.2     
CN0608700000000,06,087,"Santa Cruz County, CA",2015,"143,403     ","132,690     ","10,713     ",7.5     
CN0608900000000,06,089,"Shasta County, CA",2015,"74,311     ","68,557     ","5,754     ",7.7     
CN0609100000000,06,091,"Sierra County, CA",2015,"1,356     ","1,237     ",119     ,8.8     
CN0609300000000,06,093,"Siskiyou County, CA",2015,"17,916     ","16,244     ","1,672     ",9.3     
CN0609500000000,06,095,"Solano County, CA",2015,"205,300     ","192,756     ","12,544     ",6.1     
CN0609700000000,06,097,"Sonoma County, CA",2015,"258,403     ","246,862     ","11,541     ",4.5     
CN0609900000000,06,099,"Stanislaus County, CA",2015,"241,551     ","218,710     ","22,841     ",9.5     
CN0610100000000,06,101,"Sutter County, CA",2015,"44,691     ","39,918     ","4,773     ",10.7     
CN0610300000000,06,103,"Tehama County, CA",2015,"25,072     ","23,096     ","1,976     ",7.9     
CN0610500000000,06,105,"Trinity County, CA",2015,"5,142     ","4,743     ",399     ,7.8     
CN0610700000000,06,107,"Tulare County, CA",2015,"204,048     ","180,589     ","23,459     ",11.5     
CN0610900000000,06,109,"Tuolumne County, CA",2015,"21,576     ","20,061     ","1,515     ",7.0     
CN0611100000000,06,111,"Ventura County, CA",2015,"428,399     ","404,282     ","24,117     ",5.6     
CN0611300000000,06,113,"Yolo County, CA",2015,"104,693     ","97,973     ","6,720     ",6.4     
CN0611500000000,06,115,"Yuba County, CA",2015,"27,875     ","25,304     ","2,571     ",9.2     
CN0800100000000,08,001,"Adams County, CO",2015,"248,474     ","237,632     ","10,842     ",4.4     
CN0800300000000,08,003,"Alamosa County, CO",2015,"7,673     ","7,275     ",398     ,5.2     
CN0800500000000,08,005,"Arapahoe County, CO",2015,"335,254     ","322,733     ","12,521     ",3.7     
CN0800700000000,08,007,"Archuleta County, CO",2015,"6,029     ","5,784     ",245     ,4.1     
CN0800900000000,08,009,"Baca County, CO",2015,"1,976     ","1,935     ",41     ,2.1     
CN0801100000000,08,011,"Bent County, CO",2015,"1,737     ","1,668     ",69     ,4.0     
CN0801300000000,08,013,"Boulder County, CO",2015,"177,249     ","171,601     ","5,648     ",3.2     
CN0801400000000,08,014,"Broomfield County/city, CO",2015,"35,636     ","34,453     ","1,183     ",3.3     
CN0801500000000,08,015,"Chaffee County, CO",2015,"8,516     ","8,224     ",292     ,3.4     
CN0801700000000,08,017,"Cheyenne County, CO",2015,"1,013     ",986     ,27     ,2.7     
CN0801900000000,08,019,"Clear Creek County, CO",2015,"5,560     ","5,355     ",205     ,3.7     
CN0802100000000,08,021,"Conejos County, CO",2015,"3,609     ","3,402     ",207     ,5.7     
CN0802300000000,08,023,"Costilla County, CO",2015,"1,627     ","1,522     ",105     ,6.5     
CN0802500000000,08,025,"Crowley County, CO",2015,"1,357     ","1,296     ",61     ,4.5     
CN0802700000000,08,027,"Custer County, CO",2015,"1,993     ","1,923     ",70     ,3.5     
CN0802900000000,08,029,"Delta County, CO",2015,"13,481     ","12,707     ",774     ,5.7     
CN0803100000000,08,031,"Denver County/city, CO",2015,"376,619     ","362,648     ","13,971     ",3.7     
CN0803300000000,08,033,"Dolores County, CO",2015,"1,327     ","1,285     ",42     ,3.2     
CN0803500000000,08,035,"Douglas County, CO",2015,"172,620     ","167,249     ","5,371     ",3.1     
CN0803700000000,08,037,"Eagle County, CO",2015,"32,835     ","31,800     ","1,035     ",3.2     
CN0803900000000,08,039,"Elbert County, CO",2015,"13,296     ","12,876     ",420     ,3.2     
CN0804100000000,08,041,"El Paso County, CO",2015,"308,526     ","294,310     ","14,216     ",4.6     
CN0804300000000,08,043,"Fremont County, CO",2015,"14,544     ","13,642     ",902     ,6.2     
CN0804500000000,08,045,"Garfield County, CO",2015,"30,552     ","29,279     ","1,273     ",4.2     
CN0804700000000,08,047,"Gilpin County, CO",2015,"3,407     ","3,300     ",107     ,3.1     
CN0804900000000,08,049,"Grand County, CO",2015,"9,079     ","8,785     ",294     ,3.2     
CN0805100000000,08,051,"Gunnison County, CO",2015,"9,817     ","9,526     ",291     ,3.0     
CN0805300000000,08,053,"Hinsdale County, CO",2015,441     ,428     ,13     ,2.9     
CN0805500000000,08,055,"Huerfano County, CO",2015,"2,376     ","2,192     ",184     ,7.7     
CN0805700000000,08,057,"Jackson County, CO",2015,836     ,805     ,31     ,3.7     
CN0805900000000,08,059,"Jefferson County, CO",2015,"309,700     ","298,728     ","10,972     ",3.5     
CN0806100000000,08,061,"Kiowa County, CO",2015,793     ,772     ,21     ,2.6     
CN0806300000000,08,063,"Kit Carson County, CO",2015,"4,331     ","4,227     ",104     ,2.4     
CN0806500000000,08,065,"Lake County, CO",2015,"4,580     ","4,402     ",178     ,3.9     
CN0806700000000,08,067,"La Plata County, CO",2015,"29,939     ","28,903     ","1,036     ",3.5     
CN0806900000000,08,069,"Larimer County, CO",2015,"181,075     ","175,058     ","6,017     ",3.3     
CN0807100000000,08,071,"Las Animas County, CO",2015,"6,146     ","5,799     ",347     ,5.6     
CN0807300000000,08,073,"Lincoln County, CO",2015,"2,175     ","2,101     ",74     ,3.4     
CN0807500000000,08,075,"Logan County, CO",2015,"10,962     ","10,626     ",336     ,3.1     
CN0807700000000,08,077,"Mesa County, CO",2015,"72,010     ","68,004     ","4,006     ",5.6     
CN0807900000000,08,079,"Mineral County, CO",2015,446     ,430     ,16     ,3.6     
CN0808100000000,08,081,"Moffat County, CO",2015,"7,126     ","6,801     ",325     ,4.6     
